date,Open,High,Low,Close,MA20,MA50,Rolling_STD,Daily_Return,Volatility,Upper_Band,Lower_Band,Bollinger_Bandwidth,Lag1_Close,Lag2_Close,MA_Crossover,Crossed_MA20,Crossed_MA50,Rate_of_Change,Daily_Range,Weekly_Range,%B,RSI,Close_Open_Diff,High_Low_Diff,Volatility_Price_Ratio,Momentum,Rolling_Return_5d,MA20_MA50_Interaction,Close_Volatility_Interaction,EMA20,EMA50,MACD,Signal_Line
2014-11-23,2.191889299589722,2.257424263489162,2.2523580746806777,2.1926057248126902,2.266625206712785,1.6139357877657148,-0.41295656919931023,0.9545611982145428,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.190112489923939,2.1875456580810386,1.0625345132449744,-0.9462287446539036,1.069923755276638,-0.39976941538829647,-0.16003254247459395,0.2319028871498735,-0.3281974072556014,0.48858091579637075,0.29794920510133144,-0.16003254247459395,-0.5566351243394022,0.5508045219057643,1.0920930370853972,2.0151578903986054,2.658474556244965,2.2195780315149634,2.2575843490701653,0.09293054911939487,0.0932392812168532
2014-11-24,2.3082717593455873,2.3303812122725733,2.3120304301127743,2.302185338307877,2.266625206712785,1.6139357877657148,-0.41295656919931023,0.9545611982145428,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.190112489923939,2.1875456580810386,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,0.02291602461504092,0.2319028871498735,0.32008759856040014,0.48858091579637075,-1.4104821475632638,0.02291602461504092,-0.5631563454599952,0.5508045219057643,1.0920930370853972,2.0151578903986054,2.689204065848658,2.2301997497241226,2.2620660225758793,0.12831412186020527,0.10048942447026872
2014-11-25,2.3890615250984424,2.416757703448788,2.384087614030779,2.391430590535916,2.266625206712785,1.6139357877657148,-0.41295656919931023,0.7757570723861358,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.299638094998032,2.1875456580810386,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,0.21931669222594083,0.2319028871498735,0.8480722940187956,0.48858091579637075,0.7250570432669534,0.21931669222594083,-0.5684225051774187,0.5508045219057643,1.0920930370853972,2.0151578903986054,2.7142311922269244,2.2484605534396223,2.2700219669314823,0.18775778837582632,0.11846962899505237
2014-11-26,2.4391549462878617,2.40995342843272,2.424995077817564,2.439065714615442,2.266625206712785,1.6139357877657148,-0.41295656919931023,0.41736321854018016,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.3888393609862115,2.2970116290937455,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,-0.46405001425591297,0.2319028871498735,1.1298869099491384,0.48858091579637075,0.10812349924959265,-0.46405001425591297,-0.5712170055657527,0.5508045219057643,1.0920930370853972,2.0151578903986054,2.727589552930936,2.269599577848986,2.2796141323643204,0.25445839634363887,0.14652083993084442
2014-11-27,2.350267371846489,2.3504160220421126,2.3591303081425115,2.356410301686939,2.266625206712785,1.6139357877657148,-0.41295656919931023,-0.6943172001463778,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.436451007178217,2.386164327135023,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,-0.3671948905025417,0.2319028871498735,0.6408884261806927,0.48858091579637075,1.6741855725245935,-0.3671948905025417,-0.5663608130998738,0.5508045219057643,1.0920930370853972,2.0151578903986054,2.7044104211164663,2.280713447244218,2.2854496281427097,0.2851470211349965,0.1752499505699955
2014-11-30,2.3120381819914075,2.3814132748930974,2.3435554480769034,2.311787675572919,2.266625206712785,1.6139357877657148,-0.41295656919931023,-0.37138988297964487,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.3538363325604705,2.43375004992921,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,0.2973388752494932,-0.635411453738259,0.37689607845149486,0.48858091579637075,0.06066707278639452,0.2973388752494932,-0.5637248845082198,0.5508045219057643,0.4896325954138058,2.0151578903986054,2.6918968579273326,2.2864435140291546,2.28923126957336,0.2966973911993686,0.2005999259676317
2014-12-01,2.3724892654568306,2.3286801435185573,2.2927025917181036,2.3716610726372997,2.266625206712785,1.6139357877657148,-0.41295656919931023,0.5236578082175758,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.3092356995663805,2.3511803570175602,1.0625345132449744,1.0568269096134508,1.069923755276638,-0.39976941538829647,0.2758155144153974,-0.7114132258779431,0.7311136589488977,0.48858091579637075,-0.08170220660214612,0.2758155144153974,-0.5672594027351344,0.333341987680195,0.2938469059285242,2.0151578903986054,2.7086872085355367,2.297431479395591,2.295313360781329,0.3253101673326905,0.22674270389987844
2014-12-02,2.2178776158458846,2.168023650083584,2.1187520461660454,2.2180236763966246,2.266625206712785,1.6139357877657148,-0.41295656919931023,-1.3032701749448956,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.3690795868749057,2.3066040079969214,1.0625345132449744,-0.9462287446539036,1.069923755276638,-0.39976941538829647,0.48297786244340496,0.030721725603660623,-0.17782201930859332,0.48858091579637075,0.15557992571279078,0.48297786244340496,-0.5581532366599179,-0.7292590318311125,-0.6507819657084759,2.0151578903986054,2.665602535276749,2.2924806659272483,2.294873355136663,0.299704855900764,0.2424103623305607
2014-12-03,2.075130197569276,2.2413586141456645,2.108806653594031,2.082649549071813,2.266625206712785,1.6139357877657148,-0.41295656919931023,-1.1547347693667784,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.2155179137813312,2.3664153117461324,1.0625345132449744,-0.9462287446539036,1.069923755276638,-0.39976941538829647,1.669453128421695,0.5686950538864953,-0.9787101965967587,0.48858091579637075,2.006380557764873,1.669453128421695,-0.5500295456365852,-1.5299165442070943,-1.3650819588065908,2.0151578903986054,2.627639446951911,2.2748793389289643,2.2889139667276774,0.23296168215014687,0.24126871997105945
2014-12-04,2.2135462298031916,2.167078611886906,2.0663979984756238,2.2146346161854322,2.266625206712785,1.6139357877657148,-0.41295656919931023,1.1530029061077078,2.0135696969562913,2.2153416451233023,2.2553063818042913,-0.41295656919930285,2.0802105082001043,2.212937249295326,1.0625345132449744,-0.9462287446539036,1.069923755276638,-0.39976941538829647,1.2201529710103787,0.5686950538864953,-0.1978720710348692,0.48858091579637075,0.39286205802667395,1.2201529710103787,-0.5579510128772435,-0.590873782778484,-0.5257317724329686,2.0151578903986054,2.6646521380725106,2.271747841613469,2.28858630925363,0.21703847241443044,0.2370927182683026
